text ,label (Class)
visible signs are brown circular spots,Tomato___Target_Spot
there are brown circular spots on leaves,Tomato___Target_Spot
the plant is showing brown circular spots,Tomato___Target_Spot
plant has brown circular spots,Tomato___Target_Spot
there are brown circular spots on leaves,Tomato___Target_Spot
leaves show brown circular spots,Tomato___Target_Spot
symptoms include brown circular spots,Tomato___Target_Spot
symptoms include brown circular spots,Tomato___Target_Spot
symptoms include target shaped lesions,Tomato___Target_Spot
there are target shaped lesions on leaves,Tomato___Target_Spot
there are target shaped lesions on leaves,Tomato___Target_Spot
plant has target shaped lesions,Tomato___Target_Spot
plant has target shaped lesions,Tomato___Target_Spot
the plant is showing target shaped lesions,Tomato___Target_Spot
symptoms include target shaped lesions,Tomato___Target_Spot
leaves show target shaped lesions,Tomato___Target_Spot
leaves show target shaped lesions,Tomato___Target_Spot
visible signs are target shaped lesions,Tomato___Target_Spot
i see target shaped lesions,Tomato___Target_Spot
plant has target shaped lesions,Tomato___Target_Spot
visible signs are target shaped lesions,Tomato___Target_Spot
visible signs are target shaped lesions,Tomato___Target_Spot
the plant is showing target shaped lesions,Tomato___Target_Spot
leaves show leaf drying,Tomato___Target_Spot
symptoms include leaf drying,Tomato___Target_Spot
visible signs are leaf drying,Tomato___Target_Spot
visible signs are leaf drying,Tomato___Target_Spot
the plant is showing leaf drying,Tomato___Target_Spot
leaves show leaf drying,Tomato___Target_Spot
visible signs are leaf drying,Tomato___Target_Spot
i see leaf drying,Tomato___Target_Spot
plant has leaf drying,Tomato___Target_Spot
i see leaf drying,Tomato___Target_Spot
symptoms include leaf drying,Tomato___Target_Spot
the plant is showing leaf drying,Tomato___Target_Spot
leaves show leaf drying,Tomato___Target_Spot
i see leaf drying,Tomato___Target_Spot
plant has leaf drying,Tomato___Target_Spot
the plant is showing mosaic pattern on leaves,Tomato___Tomato_mosaic_virus
the plant is showing mosaic pattern on leaves,Tomato___Tomato_mosaic_virus
visible signs are mosaic pattern on leaves,Tomato___Tomato_mosaic_virus
i see mosaic pattern on leaves,Tomato___Tomato_mosaic_virus
symptoms include mosaic pattern on leaves,Tomato___Tomato_mosaic_virus
symptoms include mosaic pattern on leaves,Tomato___Tomato_mosaic_virus
plant has mosaic pattern on leaves,Tomato___Tomato_mosaic_virus
plant has mosaic pattern on leaves,Tomato___Tomato_mosaic_virus
leaves show mosaic pattern on leaves,Tomato___Tomato_mosaic_virus
there are mosaic pattern on leaves on leaves,Tomato___Tomato_mosaic_virus
i see mosaic pattern on leaves,Tomato___Tomato_mosaic_virus
i see mosaic pattern on leaves,Tomato___Tomato_mosaic_virus
plant has mosaic pattern on leaves,Tomato___Tomato_mosaic_virus
visible signs are mosaic pattern on leaves,Tomato___Tomato_mosaic_virus
visible signs are mosaic pattern on leaves,Tomato___Tomato_mosaic_virus
visible signs are light and dark green patches,Tomato___Tomato_mosaic_virus
plant has light and dark green patches,Tomato___Tomato_mosaic_virus
the plant is showing light and dark green patches,Tomato___Tomato_mosaic_virus
leaves show light and dark green patches,Tomato___Tomato_mosaic_virus
i see light and dark green patches,Tomato___Tomato_mosaic_virus
plant has light and dark green patches,Tomato___Tomato_mosaic_virus
symptoms include light and dark green patches,Tomato___Tomato_mosaic_virus
symptoms include light and dark green patches,Tomato___Tomato_mosaic_virus
there are light and dark green patches on leaves,Tomato___Tomato_mosaic_virus
i see light and dark green patches,Tomato___Tomato_mosaic_virus
there are light and dark green patches on leaves,Tomato___Tomato_mosaic_virus
visible signs are light and dark green patches,Tomato___Tomato_mosaic_virus
leaves show light and dark green patches,Tomato___Tomato_mosaic_virus
visible signs are light and dark green patches,Tomato___Tomato_mosaic_virus
the plant is showing light and dark green patches,Tomato___Tomato_mosaic_virus
the plant is showing leaf distortion and curling,Tomato___Tomato_mosaic_virus
the plant is showing leaf distortion and curling,Tomato___Tomato_mosaic_virus
the plant is showing leaf distortion and curling,Tomato___Tomato_mosaic_virus
visible signs are leaf distortion and curling,Tomato___Tomato_mosaic_virus
symptoms include leaf distortion and curling,Tomato___Tomato_mosaic_virus
visible signs are leaf distortion and curling,Tomato___Tomato_mosaic_virus
visible signs are leaf distortion and curling,Tomato___Tomato_mosaic_virus
visible signs are leaf distortion and curling,Tomato___Tomato_mosaic_virus
the plant is showing leaf distortion and curling,Tomato___Tomato_mosaic_virus
leaves show leaf distortion and curling,Tomato___Tomato_mosaic_virus
i see leaf distortion and curling,Tomato___Tomato_mosaic_virus
leaves show leaf distortion and curling,Tomato___Tomato_mosaic_virus
the plant is showing leaf distortion and curling,Tomato___Tomato_mosaic_virus
symptoms include leaf distortion and curling,Tomato___Tomato_mosaic_virus
there are leaf distortion and curling on leaves,Tomato___Tomato_mosaic_virus
i see yellowing of leaves,Tomato___Tomato_Yellow_Leaf_Curl_Virus
leaves show yellowing of leaves,Tomato___Tomato_Yellow_Leaf_Curl_Virus
symptoms include yellowing of leaves,Tomato___Tomato_Yellow_Leaf_Curl_Virus
leaves show yellowing of leaves,Tomato___Tomato_Yellow_Leaf_Curl_Virus
i see yellowing of leaves,Tomato___Tomato_Yellow_Leaf_Curl_Virus
the plant is showing yellowing of leaves,Tomato___Tomato_Yellow_Leaf_Curl_Virus
leaves show yellowing of leaves,Tomato___Tomato_Yellow_Leaf_Curl_Virus
the plant is showing yellowing of leaves,Tomato___Tomato_Yellow_Leaf_Curl_Virus
the plant is showing yellowing of leaves,Tomato___Tomato_Yellow_Leaf_Curl_Virus
visible signs are yellowing of leaves,Tomato___Tomato_Yellow_Leaf_Curl_Virus
symptoms include yellowing of leaves,Tomato___Tomato_Yellow_Leaf_Curl_Virus
the plant is showing yellowing of leaves,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plant has yellowing of leaves,Tomato___Tomato_Yellow_Leaf_Curl_Virus
there are yellowing of leaves on leaves,Tomato___Tomato_Yellow_Leaf_Curl_Virus
visible signs are yellowing of leaves,Tomato___Tomato_Yellow_Leaf_Curl_Virus
symptoms include upward leaf curling,Tomato___Tomato_Yellow_Leaf_Curl_Virus
the plant is showing upward leaf curling,Tomato___Tomato_Yellow_Leaf_Curl_Virus
visible signs are upward leaf curling,Tomato___Tomato_Yellow_Leaf_Curl_Virus
leaves show upward leaf curling,Tomato___Tomato_Yellow_Leaf_Curl_Virus
there are upward leaf curling on leaves,Tomato___Tomato_Yellow_Leaf_Curl_Virus
symptoms include upward leaf curling,Tomato___Tomato_Yellow_Leaf_Curl_Virus
i see upward leaf curling,Tomato___Tomato_Yellow_Leaf_Curl_Virus
visible signs are upward leaf curling,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plant has upward leaf curling,Tomato___Tomato_Yellow_Leaf_Curl_Virus
leaves show upward leaf curling,Tomato___Tomato_Yellow_Leaf_Curl_Virus
leaves show upward leaf curling,Tomato___Tomato_Yellow_Leaf_Curl_Virus
visible signs are upward leaf curling,Tomato___Tomato_Yellow_Leaf_Curl_Virus
leaves show upward leaf curling,Tomato___Tomato_Yellow_Leaf_Curl_Virus
visible signs are upward leaf curling,Tomato___Tomato_Yellow_Leaf_Curl_Virus
i see upward leaf curling,Tomato___Tomato_Yellow_Leaf_Curl_Virus
symptoms include stunted plant growth,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plant has stunted plant growth,Tomato___Tomato_Yellow_Leaf_Curl_Virus
leaves show stunted plant growth,Tomato___Tomato_Yellow_Leaf_Curl_Virus
there are stunted plant growth on leaves,Tomato___Tomato_Yellow_Leaf_Curl_Virus
leaves show stunted plant growth,Tomato___Tomato_Yellow_Leaf_Curl_Virus
symptoms include stunted plant growth,Tomato___Tomato_Yellow_Leaf_Curl_Virus
i see stunted plant growth,Tomato___Tomato_Yellow_Leaf_Curl_Virus
there are stunted plant growth on leaves,Tomato___Tomato_Yellow_Leaf_Curl_Virus
leaves show stunted plant growth,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plant has stunted plant growth,Tomato___Tomato_Yellow_Leaf_Curl_Virus
visible signs are stunted plant growth,Tomato___Tomato_Yellow_Leaf_Curl_Virus
leaves show stunted plant growth,Tomato___Tomato_Yellow_Leaf_Curl_Virus
leaves show stunted plant growth,Tomato___Tomato_Yellow_Leaf_Curl_Virus
visible signs are stunted plant growth,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plant has stunted plant growth,Tomato___Tomato_Yellow_Leaf_Curl_Virus
the plant is showing green leaves,Tomato___healthy
plant has green leaves,Tomato___healthy
symptoms include green leaves,Tomato___healthy
there are green leaves on leaves,Tomato___healthy
symptoms include green leaves,Tomato___healthy
i see green leaves,Tomato___healthy
visible signs are green leaves,Tomato___healthy
i see green leaves,Tomato___healthy
there are green leaves on leaves,Tomato___healthy
there are green leaves on leaves,Tomato___healthy
the plant is showing green leaves,Tomato___healthy
the plant is showing green leaves,Tomato___healthy
there are green leaves on leaves,Tomato___healthy
leaves show green leaves,Tomato___healthy
there are green leaves on leaves,Tomato___healthy
symptoms include healthy plant,Tomato___healthy
visible signs are healthy plant,Tomato___healthy
there are healthy plant on leaves,Tomato___healthy
leaves show healthy plant,Tomato___healthy
leaves show healthy plant,Tomato___healthy
visible signs are healthy plant,Tomato___healthy
the plant is showing healthy plant,Tomato___healthy
the plant is showing healthy plant,Tomato___healthy
symptoms include healthy plant,Tomato___healthy
the plant is showing healthy plant,Tomato___healthy
there are healthy plant on leaves,Tomato___healthy
leaves show healthy plant,Tomato___healthy
visible signs are healthy plant,Tomato___healthy
symptoms include healthy plant,Tomato___healthy
the plant is showing healthy plant,Tomato___healthy
i see no symptoms,Tomato___healthy
leaves show no symptoms,Tomato___healthy
visible signs are no symptoms,Tomato___healthy
the plant is showing no symptoms,Tomato___healthy
visible signs are no symptoms,Tomato___healthy
leaves show no symptoms,Tomato___healthy
leaves show no symptoms,Tomato___healthy
visible signs are no symptoms,Tomato___healthy
leaves show no symptoms,Tomato___healthy
visible signs are no symptoms,Tomato___healthy
there are no symptoms on leaves,Tomato___healthy
leaves show no symptoms,Tomato___healthy
visible signs are no symptoms,Tomato___healthy
symptoms include no symptoms,Tomato___healthy
there are no symptoms on leaves,Tomato___healthy
